date,headline,sentiment
2012-08-06,"Apple, Samsung phones rule",0
2012-07-17,Apple's,0
2011-11-14,"Activist Hedge Fund Buys Google, Dumps Gold and Apple",0
2020-03-24,"Portfolio Review: Apple, MSC Industrial, PepsiCo, Mastercard",0
2013-10-25,"Week Ahead: FOMC Meeting, Apple and Facebook Earnings",0
2013-04-09,"""Don't Go, Apple Guy!"" – Who's Heartbroken Over Ron Johnson's Booting From JC Penney",0
2013-01-29,"Apple Guy Cries ""Uncle"" – In Face-Saving Language",0
2012-12-12,Worse Than Expected: How Apple Guy is Turning JC Penney Into a Museum of Tired Brands,-1
2012-06-22,JCPenney Under the Apple Guy: Debacle or Transformation? Clues Gleaned From Competitors,0
2015-02-04,What Made Apple (AAPL) Raise $6.5B in Bonds? - Analyst Blog,0
2018-08-01,"Wall Street Breakfast: Fed, Apple, Tariffs",0
2012-07-25,Futures Wildly Mixed Ahead Of Open; Apple Hit Hard,-1
2019-09-08,"Apple, IPOs And German Auto (Stocks To Watch Podcast)",0
2019-09-07,"Stocks To Watch: Apple, IPOs And German Auto",0
2017-04-17,"Stocks Open Higher: McDonald's, Apple Rise On The Dow",1
2016-08-23,Apple Wants You To Feel Better,1
2012-08-27,"Apple, Dollar Thrifty Automotive Group Among Stocks Setting 52-Week Highs Monday",0
2012-08-27,"Dow Slips in Thin Trade, Apple Lifts Nasdaq",0
2012-08-27,Apple Fuels Nasdaq Advance; Gasoline Rallies,0
2018-05-04,The 'Apple Of Oil' Sees Bigger Dividend Lasting Through Oil Swings,1
2018-05-03,Market Slide Worsens As S&P 500 Undercuts 200-Day; Apple Approaches This New Buy Point,-1
2018-08-01,Appleton Group Wealth Management Llc Buys Schwab U.S. ...,0
2014-01-07,Apple And Amazon: Why Bill Miller Still Likes Them,0
2019-10-30,"Small Step Back Ahead of Fed, Apple",0
2014-07-22,"Stocks Rise; Apple, Microsoft Steady In Post-Session",1
2013-04-23,"Indexes End Near Highs Ahead Of Earnings from Apple, Cree",0
2019-06-02,"Apple's WWDC, DuPont's Return And Tariff Anxiety (Stocks To Watch Podcast)",0
2019-06-01,"Stocks To Watch: Apple's WWDC, DuPont's Return And Tariff Anxiety",0
2019-07-28,"Headliners Include Apple, Beyond Meat And IBM (Stocks To Watch Podcast)",0
2019-07-27,"Stocks To Watch: Headliners Include Apple, Beyond Meat And IBM",0
2017-12-20,"Auto Sector Grapples with Peak U.S. Sales, Safety Recalls",-1
2015-08-19,"Zacks Investment Ideas feature highlights: Apple, LyondellBasell, Sanmina, Meritor and American Axle & Manufacturing",0
2019-04-28,"Eyes On Apple, Uber, F8 And Avengers (Stocks To Watch Podcast)",0
2019-04-27,"Stocks To Watch: Eyes On Apple, Uber, F8 And Avengers",0
2019-04-27,"Stocks To Watch: Eyes On Apple, Uber, F8 And Avengers",0
2019-04-26,"Apple, IBM, Costco among those expected to raise payouts next week",0
2017-08-02,"Apple Holds Dow Above 22,000; 2 Top Tech Names Break Down",0
2017-08-02,Apple Breakout Fading As Market Reverses Lower,-1
2017-07-28,"Apple, Tesla, Shale, Jobs To Dominate The Week: Investing Action Plan",1
2017-06-12,"Stocks Lower As Netflix, Apple Flash A Troubling Signal",-1
2017-01-25,"Amazon, Apple, And Netflix Versus Liberty",0
2016-12-09,"Stock Market Indexes Rally To New Highs; Apple, Microsoft Boost Dow",1
2016-11-18,"Stocks Off, But Small Caps Rise; Macom Soars; Can Apple Break Out Again?",1
2016-07-22,Skyworks' $100 Million Inventory Build Spells 25% Apple Decline,-1
2016-03-31,Will Apple Supplier Skyworks Kick Off 2016 Chip M&A With Maxim Buy?,0
2016-03-29,"Stocks Get Fed Boost; Apple, Microsoft Lead Dow",1
2016-03-29,Stocks Rally On Fed Comments; Apple Leads Dow,1
2016-03-14,Chip ETFs Get Their Mojo On: Inside 4 As Apple To Reveal New iDevices,0
2016-03-11,"Macom Leapfrogs Apple-Supplying Chip Rivals With Lasers, Radar",0
2016-03-11,"5 Chip Stocks To Watch, Moving Up, With Apple's Big Event March 21",0
2016-02-11,"Qorvo: With Less Apple, Life May Still Be Healthy",1
2016-01-21,Move Over Apple: 5 Chipmakers With Earnings Due,0
2016-01-08,"Stocks Hold Modest Losses, But Apple, Microsoft Lead Dow Gainers",1
2016-01-05,"Stocks End Mixed; Apple Drops, Macom Hits Sell Signal",-1
2016-01-05,"Stocks End Mixed; Apple Drops, Macom Hits Sell Signal",-1
2015-12-18,Apple Supplier Macom Tech Breaks Out Amid Sell-Off,-1
2015-08-07,Apple Suppliers Hit But Funds Add These Chip Stocks,0
2015-05-07,"Chipmaker Qorvo Gaps Up Thanks To Apple, Samsung",0
2015-12-11,Tsinghua Has $47B To Crush Apple Supplier Qualcomm,0
2019-07-25,"Private Advisory Group LLC Buys Boeing Co, The Walt Disney Co, Apple Inc, Sells Vanguard FTSE ...",0
2018-02-26,"Apple, Amazon, Facebook Headline Top Stock Play In Buy Zone",1
2018-02-23,"Apple, Nvidia Top This Market-Beating Momentum Stock Play",1
2017-11-06,"Apple, Microsoft Fuel Big-Cap Growth; Nvidia Drives IBD 50 ETF",1
2016-03-01,"Momentum, Growth Funds Lead In Strong March Start; Apple At $100",1
2016-02-01,"Through M&A, China Is After The Smartphone / Apple Supply Chain",0
2015-09-08,Will Stocks' Vitamin Boost Come From China Stimulus Or Apple Show?,1
2012-06-07,"Stocks to Watch: Apple, Smucker, Lululemon (Update 1)",0
2012-06-07,"Stocks to Watch: Apple, Smucker",0
2012-03-08,"Stocks to Watch: Apple, Williams-Sonoma, McDonald's (Update 1)",0
2012-11-29,"Cramer's 'Mad Money' Recap: Amazon, Google, Apple Are the Only Tech Stocks That Matter",0
2020-01-28,"Dow Jones Futures: Apple, AMD, Xilinx, Maxim Earnings Fuel Big Chip Moves After Stock Market Rebounds From Coronavirus Sell-Off",1
2019-10-29,Dow Jones Futures: AMD Leads 4 Chip Earnings Reports After Stock Market Rally Hits Resistance; Apple Earnings In Focus,0
2019-07-28,"Headliners Include Apple, Beyond Meat And IBM (Stocks To Watch Podcast)",0
2019-07-27,"Stocks To Watch: Headliners Include Apple, Beyond Meat And IBM",0
2019-01-17,"Chips, Apple suppliers slip on TSMC guidance",-1
2018-12-10,Apple suppliers dip on China's iPhone ban,-1
2018-12-04,"Apple suppliers, chips drop on Cirrus cut",0
2018-11-13,Apple suppliers recover despite Qorvo guide cut,1
2018-11-12,"Apple suppliers drop on Lumentum guide, iPhone target cuts",-1
2018-08-08,"The Zacks Analyst Blog Highlights: Apple, Adobe Systems, Intel, Xilinx and Maxim Integrated Products",0
2018-04-02,"Chips, Apple suppliers drop on Intel news",-1
2016-07-22,Skyworks' $100 Million Inventory Build Spells 25% Apple Decline,-1
2016-06-06,Apple Supplier Broadcom 'Pooling' M&A Capital; Stock Hits Buy Zone,1
2016-06-02,Applied Materials' OLED Push Could Wrangle 100 Million Apple iPhones,1
2016-05-28,Apple Chipmakers As iPhone Slows: Will Tesla CEO Musk Save Them?,-1
2016-04-21,Amazon Tap Casts Apple Suppliers; Texas Instruments Leads Echo Dot,0
2016-04-19,Apple Suppliers Downgraded On 'Modestly Lower' iPhone Demand,-1
2016-04-11,"Apple Deflates iPad Pro, Taps Broadcom, NXP To Lead Smaller Device",0
2016-03-31,Will Apple Supplier Skyworks Kick Off 2016 Chip M&A With Maxim Buy?,0
2015-12-30,Bold Bets For 2016 - From Apple To Icahn,0
2015-12-11,Tsinghua Has $47B To Crush Apple Supplier Qualcomm,0
2015-10-30,"Chip Frenzy: Apple Supplier, Microsemi Trade Punches",0
2015-10-19,Microsemi Outbids Apple Supplier Skyworks For PMC,0
2015-10-17,Could Apple Stir Chip M&A Froth By Acquiring SanDisk?,0
2015-07-22,Chip stocks down sharply following Apple/ARM/Linear's Q2 reports,-1
2015-07-08,Maxim -2.6% on Drexel Hamilton downgrade; Apple share gains cited,1
2015-05-14,Apple Chip Supplier Avago Tech Spikes On Buyout Talks,0
2015-05-13,Apple Watch gross margins will start low but then rise,-1
2015-05-01,9 chip stocks riding on Apple Watch,0
2015-02-19,Apple's Dirty Little Rare Earth Secret,0
2015-01-05,Apple Powers Chip-Heavy IBD Top 10,0
2014-09-18,Winning Chipmakers Benefit In Apple Product Rollout,1
2014-07-24,Sell Cirrus Logic to Buy this Apple Supplier,0
2014-06-09,Cirrus Logic may have lost Apple business to Maxim,-1
2013-11-19,Window Onto Apple Sales Trend: Shades Drawn,0
2012-10-31,Cirrus Logic Q2 Results Beat Views On Sales To Apple,1
2012-05-21,Audio Chipmaker Cirrus Logic Joined At Hip To Apple,0
2016-10-26,AT&T Deal Could Boost This Top Apple Supplier,1
2016-08-09,"Microsoft Partner Inphi Rockets On Apple-, Google-Facing Segment",0
2016-06-06,MaxLinear Deal With Apple Supplier Broadcom Advances $1 Bil Quest,0
2016-06-06,Apple Supplier Broadcom 'Pooling' M&A Capital; Stock Hits Buy Zone,1
2016-05-28,Apple Chipmakers As iPhone Slows: Will Tesla CEO Musk Save Them?,-1
2016-05-20,How High Will Tesla/Apple Supplier Nvidia Go? Up 34% In 2 Months,1
2016-03-14,Chip ETFs Get Their Mojo On: Inside 4 As Apple To Reveal New iDevices,0
2018-04-02,"Chips, Apple suppliers drop on Intel news",-1
2020-05-04,"Congress Park Capital LLC Buys Blackrock Muniyield Fund Inc, Apple Inc, EnerSys, Sells The Walt ...",0
2012-05-17,"Zacks' Voice of the People highlights opportunities with Goldman Sachs, JPMorgan Chase, SPDR S&P Dividend (ETF), Apple and Myers Industries - Press Releases",0
2019-09-08,"Apple, IPOs And German Auto (Stocks To Watch Podcast)",0
2019-09-07,"Stocks To Watch: Apple, IPOs And German Auto",0
2017-12-01,"BioTelemetry Ties Up With Apple, Grows in Cardiac Monitoring",0
2017-11-29,"GNC Holdings Grapples With Margin Weakness, Stiff Competition",-1
2016-01-12,"Apple Rises On Upgrade, China; Lululemon Jumps On Brighter View",1
2019-07-28,"Headliners Include Apple, Beyond Meat And IBM (Stocks To Watch Podcast)",0
2019-07-27,"Stocks To Watch: Headliners Include Apple, Beyond Meat And IBM",0
2018-10-28,Apple Looks To Recharge Tech Sector (Stocks To Watch Podcast),0
2018-10-27,Apple Looks To Recharge Tech Sector,0
2018-07-28,"Stocks To Watch: Apple, Harley And Tesla On The Marquee",0
2018-06-05,"Stock Futures Turn Mixed; Early Movers: Twitter, Mylan, Apple, Oil",0
2017-10-04,"Stock Futures Flat; EU Nicks Apple, Amazon; This Drug Maker Spikes",0
2016-12-07,"Trump Targets Drug Prices And Apple, Seeks '5 Minutes' With Offshoring Firms",0
2016-09-07,Apple's European Shakedown (Podcast),0
2016-09-07,Wall Street Breakfast: Apple Event On Deck,0
2016-09-02,"Week In Review: Apple Vs. EU, Hiring So-So, Auto Sales Fall, Salesforce Guides Low",-1
2016-08-30,Apple Owes Ireland Billions - Good,1
2016-08-30,Wall Street Breakfast: Apple Slammed In EU Tax Crackdown,-1
2016-06-02,Apple Challenging Tesla,-1
2016-05-23,Stock Futures Edge Lower; Apple Reportedly Sets Strong IPhone Output,1
2015-08-15,"David Tepper Buys Apple, Alibaba and Mylan in Second Quarter",0
2015-08-10,"Stocks Open Up In Mixed Trade; Apple, Boeing, CyberArk Climb",0
2015-04-17,Global Worries Sink U.S. Stocks; Apple Breaches Support Level,-1
2015-04-17,"Seeking Alpha's Biotech Weekly: Celgene Check-Up, Is Gilead The New Apple?, And More",0
2015-03-30,"Stocks Roll Out Healthy Start; JPMorgan, Apple, Gentherm Climb",1
2015-02-17,Stocks Turn Positive; Apple Marks New High,1
2017-03-10,Stocks Up; Apple Shines; Which Specialty Retailers May Lead The Bulls?,1
2020-04-23,"–776 Wealth Llc Buys First Trust Enhanced Short Maturity ETF, Adobe Inc, Apple Inc, Sells ...",0
2018-09-06,"Who Joins Apple, Adobe On Latest List Of New Buys By Top Funds?",0
2018-08-16,"Boeing, Walmart, Cisco Lift Dow Jones; Apple On Track To A $1.25 Trillion Market Cap",1
2018-06-08,"Tech sector under pressure from Apple suppliers, semi equipment stocks",-1
2018-05-07,Buffett's Bet on Apple Sparks Tech Rally: 5 Solid Buys,1
2015-12-11,Tsinghua Has $47B To Crush Apple Supplier Qualcomm,0
2015-03-18,Year-To-Date Winners: We Have Found The Market And It's Apple,0
2012-01-23,Cramer's 'Mad Money' Recap: How to Trade Apple (Final),0
2018-12-18,"Stock Futures Rebound; Boeing Dividend, Apple Jobs Lift Dow Jones",1
2017-12-19,"Nasdaq Leads Stocks Lower, With Microsoft, Apple Losing Buy Points",-1
2017-08-03,"Gabelli Funds Llc Buys Panera Bread Co, Navistar International Corp, Dr Pepper Snapple Group ...",0
2016-09-09,"Week In Review: Apple iPhone 7 Doesn't Wow, Cheap Food Slams Grocers",0
2011-10-14,"7 Stocks to Watch: Google, Apple",0
2020-05-11,"Kahn Brothers Buys JPMorgan Chase, Navient Corp, Coal Creek Co, Sells New York Times Co, Apple ...",0
2019-05-10,"Rockefeller Capital Management L.P. Buys Apple Inc, TE Connectivity, Covetrus Inc, Sells ...",0
2018-04-27,"AbbVie's Q1: It May Be Biotech's Apple, Circa 2005",0
2019-05-01,"Fishman Jay A Ltd Buys LKQ Corp, iShares Core MSCI Emerging Markets, Netflix Inc, Sells Apple ...",0
2019-04-28,"Eyes On Apple, Uber, F8 And Avengers (Stocks To Watch Podcast)",0
2019-04-27,"Stocks To Watch: Eyes On Apple, Uber, F8 And Avengers",0
2019-04-27,"Stocks To Watch: Eyes On Apple, Uber, F8 And Avengers",0
2019-04-14,"Spotlight On Earnings, Pinterest And Apple-Qualcomm (Stocks To Watch Podcast)",0
2019-04-13,"Stocks To Watch: Spotlight On Earnings, Pinterest And Apple-Qualcomm",0
2017-03-06,Apple Chip Deal?,0
2016-05-06,"Week In Review: Stocks Tested As Apple, Tesla, Under Armour Sell Off",0
2012-02-23,Apple Stock: $500 And Climbing?,1
2020-03-06,"Macy's, Norwegian Cruise Line, Netflix, Apple and Amazon highlighted as Zacks Bull and Bear of the Day",0
2019-05-20,"Coe Capital Management, LLC Buys Norwegian Cruise Line Holdings, Apple Inc, Target Corp, Sells ...",0
2019-04-26,"Zacks Value Trader Highlights: Apple, Crane, H&E Equipment Services, Macquarie Infrastructure and Norwegian Cruise Line",0
2017-08-11,"Stocks Mildly Rebound; Nvidia Pressured, Apple Reclaims Buy Point",-1
2018-07-31,Can Apple Save Us From this Tech Wreck?,-1
2020-05-04,"Congress Park Capital LLC Buys Blackrock Muniyield Fund Inc, Apple Inc, EnerSys, Sells The Walt ...",0
2019-09-15,"Houthis Cut Saudi Oil Supply, Who Wins? Hint: Not E&P Oil Names. Fintech Firesale, And Goldman Spoils Apple",0
2019-09-11,"China Bends, Bonds Bomb, Apple Shines, And We Are Going Back To Highs. Also, Let's Look At Inadvertent Upgrades",1
2012-06-09,Apple Gears Up for WWDC: Tech Weekly,0
2012-06-09,Apple Gears Up For WWDC: Tech Weekly,0
2012-06-07,"Facebook, Baidu, Apple: Tech Premarket",0
2012-06-07,"Facebook, Baidu, Apple: Tech Premarket",0
2012-06-07,"Stocks to Watch: Apple, Smucker, Lululemon (Update 1)",0
2012-06-07,"Stocks to Watch: Apple, Smucker",0
2011-07-11,"Apple, Amazon, CBOE: New Targets, Estimates",0
2019-04-17,"Goodwin Daniel L Buys Apple Inc, Nutanix Inc, Noodles, Sells Apartment Investment & ...",0
2015-10-15,Can Zoe's Hip Med Menu Lure Loyal Fans Like Apple?,-1
2020-05-08,"Frontier Wealth Management LLC Buys Microsoft Corp, Apple Inc, VanEck Vectors Gold Miners, ...",0
2020-05-06,"NN Investment Partners Holdings N.V. Buys Mastercard Inc, Apple Inc, The Estee Lauder Inc, ...",0
2015-12-10,"Stocks: Weak Open, Thin Gains; LendingTree, Chipotle, Apple Up",-1
2018-04-13,Energy Recap: Apple Comes Clean?,1
2020-03-30,"The Zacks Analyst Blog Highlights: Apple, Cisco, PepsiCo, AstraZeneca and NextEra",0
2020-03-27,"Top Stock Reports for Apple, Cisco & PepsiCo",0
2018-05-24,"The No. 1 Stock In The World (Revisited) - Visa And Apple Up, Kinder Morgan And Gilead Down",0
2018-04-12,"The Zacks Analyst Blog Highlights: NextEra, Danaher, Biogen, Facebook and Apple",0
2018-01-17,"Berkshire Asset Management Llc Buys Baker Hughes, a GE Co, NextEra Energy Inc, Apple Inc, Sells ...",0
2016-06-15,Stocks Hold Gains After Fed Stands Pat On Rates; Apple Extends Rally,1
2016-06-06,3-Way Apple V. Google V. Amazon Voice Assistant Battle Will Drive M&A,0
2019-10-11,"Resource Sector Digest: The Value Of Apples, Oranges, And Ounces In The Ground",0
2019-09-08,"Apple, IPOs And German Auto (Stocks To Watch Podcast)",0
2019-09-07,"Stocks To Watch: Apple, IPOs And German Auto",0
2019-03-24,Apple Makes Its Video-Streaming Move (Stocks To Watch Podcast),0
2019-03-23,Stocks To Watch: Apple Makes Its Video-Streaming Move,0
2019-11-04,Swapping Apple For Apple - October Dividend Portfolio Update,0
2019-05-02,"25 Upcoming Dividend Increases Including Apple, Exxon And One Dividend King",1
2018-12-31,My High Dividend Yield Picks For 2019: Apple Hospitality And Pattern Energy,1
2016-08-21,"My Portfolio Update And Review Of 83 Stocks: Up 2 With Reynolds And Exelon, Down 1 With Apple",0
2019-05-02,"25 Upcoming Dividend Increases Including Apple, Exxon And One Dividend King",1
2010-12-13,"Fund Tops Charts Without Apple, Salesforce",0
2010-07-06,"People Can't Live Without Apple, Starbucks",0
2016-01-06,"Apple Rumors, I Bought Skyworks; Short Nigeria? - Bezek's Daily Briefing",0
2017-05-17,"Aristotle Capital Management, LLC Buys Acadia Healthcare Co Inc, Ansys Inc, Apple Inc, Sells ...",0
2020-05-01,"State Treasurer State Of Michigan Buys Simon Property Group Inc, Apple Inc, Facebook Inc, Sells ...",0
2018-08-02,Apple Helps the NASDAQ Stay in the Green,1
2020-05-13,"M Holdings Securities, Inc. Buys Apple Inc, SPDR S&P 5……, National Healthcare Corp, ...",0
2019-06-02,"Apple's WWDC, DuPont's Return And Tariff Anxiety (Stocks To Watch Podcast)",0
2019-06-01,"Stocks To Watch: Apple's WWDC, DuPont's Return And Tariff Anxiety",0
2016-08-21,"My Portfolio Update And Review Of 83 Stocks: Up 2 With Reynolds And Exelon, Down 1 With Apple",0
2012-08-01,"NICE, Apple, Facebook: Tech Premarket",0
2012-08-01,"NICE, Apple, Facebook: Tech Premarket",0
2015-10-08,"Apple (AAPL) Unveils Latest Beats Bluetooth Speakers, Pill+",0
2015-10-01,Carl Icahn to Raise Stake in Apple: Should You Invest Too?,0
2012-01-05,New Stock Picks: Long Apple (AAPL) & Short Blue Nile (NILE),0
2020-01-22,"Thinking about buying stock in Apple, Bank of America, Micron, Nio, or Snap?",0
2019-11-27,"Thinking about buying stock in Apple, General Electric, Macy's, Nio, or Teva Pharmaceutical?",0
2015-05-13,Apple Watch gross margins will start low but then rise,-1
2020-02-05,"Chartist Inc Buys Truist Financial Corp, Apple Inc, Vanguard Growth ETF, Sells New Jersey ...",0
2016-07-20,A New Apple Partnership?,0
2018-06-02,"Stocks To Watch: Eyes On Apple's WWDC, SCOTUS And D.C.",0
2019-03-24,Apple Makes Its Video-Streaming Move (Stocks To Watch Podcast),0
2019-03-23,Stocks To Watch: Apple Makes Its Video-Streaming Move,0
2016-10-04,"Stocks Retreat After Giving Up Early Gains; Apple, Banks Lead Dow",1
2016-09-19,"Stocks Close Lower Ahead Of Fed; Apple, Intel Weigh",0
2016-09-08,"Stocks Stay In Red As Sharp Apple Drop Weighs On Dow, Nasdaq",-1
2016-06-02,"Stocks Turn Higher; Apple, Oracle Get Smacked",1
2019-04-14,"Spotlight On Earnings, Pinterest And Apple-Qualcomm (Stocks To Watch Podcast)",0
2019-04-13,"Stocks To Watch: Spotlight On Earnings, Pinterest And Apple-Qualcomm",0
2018-09-08,"Stocks To Watch: Apple Event, Chinese Auto IPO To Headline",0
2012-12-18,"Futures Point To Positive Open; Apple, Bank Of America Rising",1
2016-05-26,"Eye On Tech: Alibaba Gets Probed By The SEC, And Apple Reportedly Explores EV Charging",0
2016-04-04,"Apple Earnings Quality Better Due To GAAP-Only Reporting, Says UBS",1
2019-12-06,"Stock Market Renews Bullish Rise On Strong Jobs Data; Apple, Tesla Jump",1
2014-05-30,Buzz Bubbles Ahead of Apple's WWDC,-1
2013-01-15,Nomura Cuts Apple's Price Target,-1
2015-09-12,Apple Watch: 'Apple Inside',0
2019-04-28,"Eyes On Apple, Uber, F8 And Avengers (Stocks To Watch Podcast)",0
2019-04-27,"Stocks To Watch: Eyes On Apple, Uber, F8 And Avengers",0
2019-04-27,"Stocks To Watch: Eyes On Apple, Uber, F8 And Avengers",0
2018-09-12,"As Goes Apple, So Goes the Market",0
2015-12-17,Stocks Tumble As Fed Effect Fades; Apple Gets New Price Target Cut,-1
2015-08-11,"Alibaba, Apple Fall As Yuan Seen Hitting Earnings",-1
2015-04-27,"Biotechs Weigh On Nasdaq, But Apple, Twitter Hold Firm",0
2015-04-27,Stocks Fade; Apple Up Ahead Of Q2; Akorn Thrashed,1
2015-03-17,Stocks Trade Lower; Apple Up On Streaming TV News,1
2013-10-28,Stocks Inch Quietly Higher; Apple Gains Ahead Of Earnings,1
2013-10-15,"Nasdaq Fades Early Gains; Apple Bases, Sets Oct. 22 Event",0
2013-10-07,"Stocks Open Lower, Trade Rises; Apple Advances On Upgrade",1
2020-05-14,"Financial Partners Group, Inc Buys Microsoft Corp, Apple Inc, Amazon. ...",0
2017-09-12,"Like Apple, This Market-Beating Dividend Play Is In Buy Range",1
2016-09-28,"S&P 500 Dividends Near 10-Year High, But Gains Slow; Apple Is A Top Payer",1
2013-05-06,"Stocks Start The Week Mixed; Apple, Nationstar Rising",0
2012-01-26,"Apple, Baidu, Celgene Boast Top Profit, Sales Growth",1
2012-01-26,"Apple, Baidu, Celgene Boast Top Profit, Sales Growth",1
2019-01-30,Dow Pushes Forward Under Apple's Shadow,0
2013-02-05,Apple: Most Undervalued Stock on Wall St?,0
2013-02-05,Apple: Most Undervalued Stock on Wall St?,0
2011-12-05,"Zacks Investment Ideas feature highlights: Deere, Apple, National Oilwell Varco, Norfolk Southern and CF Industries - Press Releases",0
2020-05-04,"Dow Jones Leaders Apple, Microsoft Headline Five Top Stocks In Or Near Buy Zones",0
2020-05-03,"Dow Jones Futures: Trump Tariff Threat Is Coronavirus Market Rally Red Flag, But Apple, Facebook Lead Blue Dot Specials",0
2020-03-02,"Dow Jones Futures: Apple, Microsoft Lead Strong Market Rally, But It's Still A Coronavirus Stock Market Correction; Watch These Leaders",1
2020-02-11,"Optimus Prime Fund Management Co., Ltd. Buys Yelp Inc, ServiceNow Inc, Fortinet Inc, Sells Apple Inc",0
2019-12-13,"Stocks Mixed As Trump Reveals Trade Deal Details; Apple, Visa, Amex Shine On Dow",-1
2019-11-20,"Dow Jones Futures: China Trade Deal News Cools Apple, AMD, Tesla; A New Hope For Stock Market Rally",1
2019-11-18,Dow Jones Futures: Can Software Rejoin Stock Market Rally? Apple Event Planned; These Stocks Are Moving On News,0
2019-11-14,"Marshall Wace North America, L.P. Buys Apple Inc, Pfizer Inc, Johnson & Johnson, Sells ...",0
2019-11-06,"Lyell Wealth Management, Lp Buys Fidelity National Information Services Inc, DexCom Inc, Apple ...",0
2019-10-11,Dow Rallies 500 Points On China Trade Deal Hopes; Is Apple In Buy Range?,0
2019-10-07,Dow Jones Falters On China News; Blue Chips Apple And Walmart In Buy Range,-1
2019-10-04,Dow Jones Surges 300 Points As Stock Market Rallies; Time To Buy Apple?,1
2019-01-30,"Dow Today Spikes 500 Points Thanks To Apple, Boeing And The Fed",0
2019-01-04,Dow Jones Rips More Than 700 Points Higher; These Stocks May Beat Apple In 2019,1
2019-01-02,"Stocks Sell Off But Try To Recover; Apple, Netflix, Tesla Under Fire",-1
2018-12-06,Nasdaq Rises Off Low As This Sector Strengthens; Apple Plunge Offers This Silver Lining,1
2018-09-17,Megacap Techs Lead Nasdaq Drubbing; What To Do With Apple Stock Now,0
2018-06-08,"Tech Stocks Recover, But Apple Slides Amid Cautious iPhone Approach",1
2017-07-25,2 Positives As Apple Nears Buy Point; Facebook Earnings On Tap,1
2017-02-28,Buffett Sees Apple Differently - Cramer's Mad Money (2/27/17),0
2016-11-16,Apple Nears Buy Point As Most FANG Stocks Rise Modestly,1
2016-09-13,"Acacia, Ambarella, Apple, Facebook Lead Wednesday's Investing Plan",0
2016-07-05,The Value Of Buying On Weakness: The Apple Case,0
2016-05-20,"Eye On Tech: Apple Grows Its Indian Presence, And Yahoo Bids Come In Light",1
2015-04-17,Global Worries Sink U.S. Stocks; Apple Breaches Support Level,-1
2015-02-23,IBD's The New America: From Apple To Zebra,0
2016-08-19,Dr. Michael Burry Buys Alphabet and Sells Apple,0
2016-12-21,17% Pop On Apple Supplier Deal,0
2016-09-21,Presenting Apple's First Car,0
2019-09-04,"The Zacks Analyst Blog Highlights: Apple, Harmony Gold, NRG, Ryman Hospitality and Dr. Reddy's",0
2019-01-08,John And Jane's Taxable Account Dividend Increases And Income Tracker - The Apple Effect,0
2016-08-21,"My Portfolio Update And Review Of 83 Stocks: Up 2 With Reynolds And Exelon, Down 1 With Apple",0
2011-06-20,'Fast Money' Recap: Apple Breakdown?,0
2016-12-21,17% Pop On Apple Supplier Deal,0
2016-09-21,Presenting Apple's First Car,0
2018-09-14,Apple's Innovation - Cramer's Mad Money (9/13/18),0
2016-09-28,2 New Equity REITs In My 85 Stock Portfolio: Apple Hospitality And Simon Property Group,0
2016-08-21,"My Portfolio Update And Review Of 83 Stocks: Up 2 With Reynolds And Exelon, Down 1 With Apple",0
2015-11-19,"Stocks Scrape Out Early Gains; Apple, Vipshop, ConAgra Advance",-1
2013-04-23,"Indexes End Near Highs Ahead Of Earnings from Apple, Cree",0
2012-09-21,Stocks Pare Gains In Afternoon; Apple At Record High,1
2012-02-15,Dow Logged Worst Decline of the Year; Apple Sharp Reversal,-1
2012-01-22,"Apple, Top Manufacturers Lead S&P 100 Earnings Due",0
2011-12-05,"Zacks Investment Ideas feature highlights: Deere, Apple, National Oilwell Varco, Norfolk Southern and CF Industries - Press Releases",0
2010-11-17,'Mad Money Lightning Round': Stick With Apple,0
2013-05-06,"Stocks Start The Week Mixed; Apple, Nationstar Rising",0
2012-10-31,Wall Street's Losses Deepen In Afternoon; Apple Sinks,-1
2012-10-10,Stocks Slip In Fast Trade; Celgene Down But Apple Up,-1
2012-09-27,Stocks Extend Gains; Apple Rebounds,1
2012-08-27,"Nasdaq Rises Slightly On Apple; S&P 500, Dow Fall Modestly",0
2010-09-11,Apple Relaxes: Weekly Tech Recap,0
2020-02-11,"Skylands Capital, LLC Buys Williams Inc, Hillenbrand Inc, Insperity Inc, Sells Apple Inc, ...",0
2019-02-11,Dow Jones Trails Nasdaq; Will These 3 Retail-Related Stocks Smash Apple In 2019?,0
2018-05-17,Stay Away From Apple Component Players - Cramer's Lightning Round (5/16/18),-1
2012-11-08,Apple Breakdown Strips Tech Stocks From Leadership,1
2012-10-12,"Google, DaVita Balance Leaders Against Apple's Dive",0
2012-08-03,"Apple, Other Leaders Shaping Bases In Wild Market",0
2019-03-24,Apple Makes Its Video-Streaming Move (Stocks To Watch Podcast),0
2019-03-23,Stocks To Watch: Apple Makes Its Video-Streaming Move,0
2019-08-02,"Stock Market Thrashed Again As Growth Concerns Mount; Apple, Amazon, Facebook Fall 2%",-1
2019-06-05,"Apple has lots of upside from services growth, Evercore says",1
2019-05-22,Stock Market Pares Losses After Fed Minutes; Will Apple Get Hit Hard Again?,-1
2018-11-14,"Dow Jones Futures: Apple, JPMorgan, Cisco Systems Lead 5 Notable Stocks Moving Late",0
